slug,title,year,runtime_mins,genres,countries,languages,avg_rating,num_ratings,num_reviews,directors,cast,themes,letterboxd_url,date_scraped,lists,num_lists_appeared_in
real-genius,Letterboxd — Your life in film,,106,,USA,English,,,,,,"Crude humor and satire|Teen school antics and laughter|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/real-genius/,2026-05-03T15:42:43+00:00,ultimate_comfort,1
rent,Letterboxd — Your life in film,,135,,USA,English,,,,,,Song and dance|Moving relationship stories|Humanity and the world around us|Dazzling vocal performances and musicals|Emotional life of renowned artists|Emotional LGBTQ relationships|Legendary musicians and stardom|Heartfelt and sentimental family stories,https://letterboxd.com/film/rent/,2026-05-03T15:42:45+00:00,ultimate_comfort,1
resident-evil,Letterboxd — Your life in film,,100,,Canada|France|Germany|UK,English,,,,,,"Horror, the undead and monster classics|High speed and special ops|Survival horror and zombie carnage|Sci-fi horror, creatures, and aliens|Gory, gruesome, and slasher horror|Creepy, chilling, and terrifying horror|Terrifying, haunted, and supernatural horror",https://letterboxd.com/film/resident-evil/,2026-05-03T15:42:47+00:00,ultimate_comfort,1
return-of-the-jedi,Letterboxd — Your life in film,,132,,USA,English,,,,,,"Epic heroes|Monsters, aliens, sci-fi and the apocalypse|Superheroes in action-packed battles with villains|Action-packed space and alien sagas|Fantasy adventure, heroism, and swordplay|Epic adventure and breathtaking battles|Emotional and captivating fantasy storytelling",https://letterboxd.com/film/return-of-the-jedi/,2026-05-03T15:42:50+00:00,ultimate_comfort,1
robin-hood,Letterboxd — Your life in film,,83,,USA,English,,,,,,Song and dance|Crude humor and satire|Epic heroes|Kids' animated fun and adventure|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families|Catchy songs and hilarious musical comedy,https://letterboxd.com/film/robin-hood/,2026-05-03T15:42:52+00:00,ultimate_comfort,1
robocop,Letterboxd — Your life in film,,102,,USA,English,,,,,,"Crime, drugs and gangsters|High speed and special ops|Epic heroes|Violent action, guns, and crime|Gritty crime and ruthless gangsters|Thought-provoking sci-fi action and future technology|Brutal, violent prison drama|Graphic violence and brutal revenge",https://letterboxd.com/film/robocop/,2026-05-03T15:42:54+00:00,ultimate_comfort,1
robot-jox,Letterboxd — Your life in film,,85,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Action-packed space and alien sagas|Thought-provoking sci-fi action and future technology|Imaginative space odysseys and alien encounters|Dangerous technology and the apocalypse|Historical battles and epic heroism",https://letterboxd.com/film/robot-jox/,2026-05-03T15:42:56+00:00,ultimate_comfort,1
rocketman-2019,Letterboxd — Your life in film,,121,,UK|USA,English,,,,,,Song and dance|Moving relationship stories|Humanity and the world around us|Emotional life of renowned artists|Legendary musicians and stardom|Dazzling vocal performances and musicals|Emotional and heartfelt family dramas|Heartfelt and sentimental family stories,https://letterboxd.com/film/rocketman-2019/,2026-05-03T15:42:58+00:00,ultimate_comfort,1
roger-me,Letterboxd — Your life in film,,91,,USA,English,,,,,,"Politics and human rights|Politics, propaganda, and political documentaries|Riveting political and presidential drama|Amusing jokes and witty satire",https://letterboxd.com/film/roger-me/,2026-05-03T15:43:00+00:00,ultimate_comfort,1
rogue-one-a-star-wars-story,Letterboxd — Your life in film,,133,,USA,English,,,,,,"Epic heroes|High speed and special ops|Monsters, aliens, sci-fi and the apocalypse|War and historical adventure|Action-packed space and alien sagas|Superheroes in action-packed battles with villains|Thought-provoking sci-fi action and future technology|Fantasy adventure, heroism, and swordplay|Imaginative space odysseys and alien encounters",https://letterboxd.com/film/rogue-one-a-star-wars-story/,2026-05-03T15:43:03+00:00,ultimate_comfort,1
romy-and-micheles-high-school-reunion,Letterboxd — Your life in film,,92,,USA,English,,,,,,"Crude humor and satire|Teen school antics and laughter|Gags, jokes, and slapstick humor|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy|Funny jokes and crude humor",https://letterboxd.com/film/romy-and-micheles-high-school-reunion/,2026-05-03T15:43:05+00:00,ultimate_comfort,1
a-room-with-a-view,Letterboxd — Your life in film,,117,,UK,English|Italian,,,,,,Relationship comedy|Charming romances and delightful chemistry|Passion and romance|Captivating relationships and charming romance|Heartfelt and sentimental family stories|Laugh-out-loud relationship entanglements,https://letterboxd.com/film/a-room-with-a-view/,2026-05-03T15:43:07+00:00,comfort_boze|ultimate_comfort,2
rudy,Letterboxd — Your life in film,,114,,USA,English|Spanish,,,,,,Underdogs and coming of age|Inspiring sports underdog stories|Emotional and heartfelt family dramas|Student coming-of-age challenges|Underdog fighting and boxing stories|Heartfelt and sentimental family stories,https://letterboxd.com/film/rudy/,2026-05-03T15:43:09+00:00,ultimate_comfort,1
rushmore,Letterboxd — Your life in film,,93,,USA,English|French|Latin|Spanish,,,,,,"Crude humor and satire|Underdogs and coming of age|Relationship comedy|Moving relationship stories|Quirky and endearing relationships|Laugh-out-loud relationship entanglements|Gags, jokes, and slapstick humor|Teen school antics and laughter|Student coming-of-age challenges",https://letterboxd.com/film/rushmore/,2026-05-03T15:43:11+00:00,comfort_izzy|ultimate_comfort,2
ruthless-people,Letterboxd — Your life in film,,93,,USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Spooky, scary comedy|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/ruthless-people/,2026-05-03T15:43:13+00:00,ultimate_comfort,1
the-sandlot,Letterboxd — Your life in film,,101,,USA,English|French,,,,,,Underdogs and coming of age|Inspiring sports underdog stories|Adorable animals and heartwarming families|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas|Teen friendship and coming-of-age,https://letterboxd.com/film/the-sandlot/,2026-05-03T15:43:15+00:00,ultimate_comfort,1
the-santa-clause,Letterboxd — Your life in film,,97,,USA,English,,,,,,"Crude humor and satire|Holiday joy and heartwarming Christmas|Kids' animated fun and adventure|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Amusing jokes and witty satire",https://letterboxd.com/film/the-santa-clause/,2026-05-03T15:43:18+00:00,ultimate_comfort,1
saw,Letterboxd — Your life in film,,103,,USA,English,,,,,,"Horror, the undead and monster classics|Intense violence and sexual transgression|Thrillers and murder mysteries|Gory, gruesome, and slasher horror|Twisted dark psychological thriller|Terrifying, haunted, and supernatural horror|Graphic violence and brutal revenge|Creepy, chilling, and terrifying horror",https://letterboxd.com/film/saw/,2026-05-03T15:43:20+00:00,ultimate_comfort,1
saw-ii,Letterboxd — Your life in film,,93,,USA,English,,,,,,"Horror, the undead and monster classics|Intense violence and sexual transgression|Gory, gruesome, and slasher horror|Twisted dark psychological thriller|Graphic violence and brutal revenge|Terrifying, haunted, and supernatural horror|Sci-fi horror, creatures, and aliens",https://letterboxd.com/film/saw-ii/,2026-05-03T15:43:22+00:00,ultimate_comfort,1
saw-iii,Letterboxd — Your life in film,,108,,USA,English,,,,,,"Intense violence and sexual transgression|Horror, the undead and monster classics|Gory, gruesome, and slasher horror|Graphic violence and brutal revenge|Twisted dark psychological thriller|Extreme gory horror and cannibalism|Terrifying, haunted, and supernatural horror",https://letterboxd.com/film/saw-iii/,2026-05-03T15:43:25+00:00,ultimate_comfort,1
school-of-rock,Letterboxd — Your life in film,,110,,USA,English,,,,,,"Crude humor and satire|Song and dance|Catchy songs and hilarious musical comedy|Funny jokes and crude humor|Teen school antics and laughter|Gags, jokes, and slapstick humor|Legendary musicians and stardom",https://letterboxd.com/film/school-of-rock/,2026-05-03T15:43:27+00:00,comfort_izzy|ultimate_comfort,2
scooby-doo-on-zombie-island,Letterboxd — Your life in film,,77,,USA,English,,,,,,"Horror, the undead and monster classics|Terrifying, haunted, and supernatural horror|Kids' animated fun and adventure|Spooky, scary comedy|Creepy, chilling, and terrifying horror|Fairy-tale fantasy and enchanted magic",https://letterboxd.com/film/scooby-doo-on-zombie-island/,2026-05-03T15:43:29+00:00,ultimate_comfort,1
scott-pilgrim-vs-the-world,Letterboxd — Your life in film,,113,,Japan|UK|USA,English,,,,,,"Crude humor and satire|Relationship comedy|Epic heroes|Underdogs and coming of age|Laugh-out-loud relationship entanglements|Action comedy and silly heroics|Teen school antics and laughter|Gags, jokes, and slapstick humor|Superheroes in action-packed battles with villains",https://letterboxd.com/film/scott-pilgrim-vs-the-world/,2026-05-03T15:43:31+00:00,comfort_izzy|ultimate_comfort,2
scream,Letterboxd — Your life in film,,112,,USA,English,,,,,,"Horror, the undead and monster classics|Thrillers and murder mysteries|Gory, gruesome, and slasher horror|Twisted dark psychological thriller|Terrifying, haunted, and supernatural horror|Creepy, chilling, and terrifying horror|Sci-fi horror, creatures, and aliens",https://letterboxd.com/film/scream/,2026-05-03T15:43:33+00:00,ultimate_comfort,1
the-secret-life-of-walter-mitty-2013,Letterboxd — Your life in film,,114,,UK|USA,English|Icelandic|Spanish,,,,,,Relationship comedy|Crude humor and satire|Humanity and the world around us|Emotional and captivating fantasy storytelling|Quirky and endearing relationships|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Superheroes in action-packed battles with villains,https://letterboxd.com/film/the-secret-life-of-walter-mitty-2013/,2026-05-03T15:43:35+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
sense-and-sensibility,Letterboxd — Your life in film,,136,,USA|UK,English,,,,,,Moving relationship stories|Passion and romance|Charming romances and delightful chemistry|Heartfelt and sentimental family stories|Enduring stories of family and marital drama|Heartbreaking and moving family drama,https://letterboxd.com/film/sense-and-sensibility/,2026-05-03T15:43:38+00:00,comfort_boze|ultimate_comfort,2
shag,Letterboxd — Your life in film,,98,,UK|USA,English,,,,,,Relationship comedy|Teen school antics and laughter|Laugh-out-loud relationship entanglements|Dance rhythms and catchy tunes|Charming romances and delightful chemistry|Teen friendship and coming-of-age,https://letterboxd.com/film/shag/,2026-05-03T15:43:41+00:00,ultimate_comfort,1
shaun-of-the-dead,Letterboxd — Your life in film,,99,,UK,English,,,,,,"Crude humor and satire|Relationship comedy|Horror, the undead and monster classics|Survival horror and zombie carnage|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Funny jokes and crude humor|Quirky and endearing relationships",https://letterboxd.com/film/shaun-of-the-dead/,2026-05-03T15:43:43+00:00,ultimate_comfort,1
the-shawshank-redemption,Letterboxd — Your life in film,,142,,USA,English,,,,,,"Moving relationship stories|Humanity and the world around us|Brutal, violent prison drama|Powerful stories of heartbreak and suffering|Heartfelt and sentimental family stories|Gripping, intense violent crime|Surreal and thought-provoking visions of life and death",https://letterboxd.com/film/the-shawshank-redemption/,2026-05-03T15:43:45+00:00,comfort_izzy|empire_feelgood|ultimate_comfort,3
the-shining,Letterboxd — Your life in film,,144,,UK|USA,English,,,,,,"Horror, the undead and monster classics|Intense violence and sexual transgression|Terrifying, haunted, and supernatural horror|Gory, gruesome, and slasher horror|Creepy, chilling, and terrifying horror|Gothic and eerie haunting horror|Twisted dark psychological thriller",https://letterboxd.com/film/the-shining/,2026-05-03T15:43:47+00:00,ultimate_comfort,1
a-shoe-addicts-christmas,Letterboxd — Your life in film,,90,,Canada,English,,,,,,,https://letterboxd.com/film/a-shoe-addicts-christmas/,2026-05-03T15:43:50+00:00,ultimate_comfort,1
shrek,Letterboxd — Your life in film,,90,,USA,English,,,,,,Crude humor and satire|Relationship comedy|Kids' animated fun and adventure|Fairy-tale fantasy and enchanted magic|Holiday joy and heartwarming Christmas|Funny jokes and crude humor|Laugh-out-loud relationship entanglements,https://letterboxd.com/film/shrek/,2026-05-03T15:43:52+00:00,ultimate_comfort,1
silver-linings-playbook,Letterboxd — Your life in film,,122,,USA,English,,,,,,Relationship comedy|Moving relationship stories|Heartfelt and sentimental family stories|Quirky and endearing relationships|Powerful stories of heartbreak and suffering|Laugh-out-loud relationship entanglements|Emotional and heartfelt family dramas,https://letterboxd.com/film/silver-linings-playbook/,2026-05-03T15:43:54+00:00,comfort_izzy|ultimate_comfort,2
sing-street,Letterboxd — Your life in film,,105,,Ireland|UK|USA,English,,,,,,Underdogs and coming of age|Song and dance|Moving relationship stories|Student coming-of-age challenges|Emotional teen coming-of-age stories|Heartfelt and sentimental family stories|Dazzling vocal performances and musicals|Dance rhythms and catchy tunes,https://letterboxd.com/film/sing-street/,2026-05-03T15:43:57+00:00,comfort_izzy|empire_feelgood|heartwarming|ultimate_comfort,4
singin-in-the-rain,Letterboxd — Your life in film,,103,,USA,English,,,,,,Song and dance|Relationship comedy|Crude humor and satire|Dazzling vocal performances and musicals|Catchy songs and hilarious musical comedy|Dance rhythms and catchy tunes|Laugh-out-loud relationship entanglements|Holiday joy and heartwarming Christmas,https://letterboxd.com/film/singin-in-the-rain/,2026-05-03T15:43:58+00:00,comfort_boze|comfort_izzy|empire_feelgood|heartwarming|ultimate_comfort,5
singles,Letterboxd — Your life in film,,99,,USA,English,,,,,,Relationship comedy|Crude humor and satire|Laugh-out-loud relationship entanglements|Charming romances and delightful chemistry|Quirky and endearing relationships|Catchy songs and hilarious musical comedy,https://letterboxd.com/film/singles/,2026-05-03T15:44:00+00:00,ultimate_comfort,1
sister-act,Letterboxd — Your life in film,,100,,USA,English,,,,,,"Song and dance|Crude humor and satire|Catchy songs and hilarious musical comedy|Dazzling vocal performances and musicals|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Laugh-out-loud relationship entanglements",https://letterboxd.com/film/sister-act/,2026-05-03T15:44:03+00:00,ultimate_comfort,1
sleeping-beauty,Letterboxd — Your life in film,,75,,USA,English,,,,,,"Fairy-tale fantasy and enchanted magic|Fantasy adventure, heroism, and swordplay|Dazzling vocal performances and musicals|Holiday joy and heartwarming Christmas|Creepy, chilling, and terrifying horror",https://letterboxd.com/film/sleeping-beauty/,2026-05-03T15:44:05+00:00,ultimate_comfort,1
sneakers,Letterboxd — Your life in film,,125,,USA,English|French|Chinese|Italian|Russian,,,,,,High speed and special ops|Exciting spy thrillers with tense intrigue|Explosive and action-packed heroes vs. villains|Intense political and terrorist thrillers|Heists and thrilling action,https://letterboxd.com/film/sneakers/,2026-05-03T15:44:07+00:00,ultimate_comfort,1
somethings-gotta-give,Letterboxd — Your life in film,,128,,USA,English|French,,,,,,Relationship comedy|Crude humor and satire|Moving relationship stories|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Quirky and endearing relationships|Heartfelt and sentimental family stories|Captivating relationships and charming romance,https://letterboxd.com/film/somethings-gotta-give/,2026-05-03T15:44:09+00:00,ultimate_comfort,1
song-of-the-sea,Letterboxd — Your life in film,,94,,Ireland|Luxembourg|Belgium|Denmark,English|Irish|French|Galician,,,,,,Humanity and the world around us|Moving relationship stories|Emotional and captivating fantasy storytelling|Fairy-tale fantasy and enchanted magic|Emotional and heartfelt family dramas|Adorable animals and heartwarming families|Heartfelt and sentimental family stories,https://letterboxd.com/film/song-of-the-sea/,2026-05-03T15:44:11+00:00,comfort_boze|ultimate_comfort,2
the-sound-of-music,Letterboxd — Your life in film,,174,,USA,English|German,,,,,,Song and dance|Dazzling vocal performances and musicals|Holiday joy and heartwarming Christmas|Charming romances and delightful chemistry|Captivating relationships and charming romance|Heartfelt and sentimental family stories,https://letterboxd.com/film/the-sound-of-music/,2026-05-03T15:44:14+00:00,comfort_boze|heartwarming|ultimate_comfort,3
spaceballs,Letterboxd — Your life in film,,96,,USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Funny jokes and crude humor|Action comedy and silly heroics|Spooky, scary comedy",https://letterboxd.com/film/spaceballs/,2026-05-03T15:44:16+00:00,ultimate_comfort,1
spider-man-into-the-spider-verse,Letterboxd — Your life in film,,117,,USA,English|Japanese|Spanish,,,,,,Epic heroes|Crude humor and satire|Kids' animated fun and adventure|Superheroes in action-packed battles with villains|Emotional and captivating fantasy storytelling|Action comedy and silly heroics|Teen school antics and laughter,https://letterboxd.com/film/spider-man-into-the-spider-verse/,2026-05-03T15:44:18+00:00,comfort_izzy|empire_feelgood|ultimate_comfort,3
the-spiderwick-chronicles,Letterboxd — Your life in film,,95,,USA,English,,,,,,"Epic heroes|Fantasy adventure, heroism, and swordplay|Fairy-tale fantasy and enchanted magic|Creepy, chilling, and terrifying horror|Superheroes in action-packed battles with villains|Terrifying, haunted, and supernatural horror",https://letterboxd.com/film/the-spiderwick-chronicles/,2026-05-03T15:44:20+00:00,ultimate_comfort,1
spotlight,Letterboxd — Your life in film,,129,,USA,English,,,,,,"Faith and religion|Religious faith, sin, and forgiveness|Gripping, intense violent crime|Intense political and terrorist thrillers|Violent crime and drugs",https://letterboxd.com/film/spotlight/,2026-05-03T15:44:22+00:00,ultimate_comfort,1
stand-by-me,Letterboxd — Your life in film,,89,,USA,English,,,,,,Underdogs and coming of age|Moving relationship stories|Emotional and heartfelt family dramas|Emotional teen coming-of-age stories|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Student coming-of-age challenges,https://letterboxd.com/film/stand-by-me/,2026-05-03T15:44:24+00:00,comfort_izzy|heartwarming|ultimate_comfort,3
star-trek,Letterboxd — Your life in film,,127,,USA,English,,,,,,"Epic heroes|Monsters, aliens, sci-fi and the apocalypse|High speed and special ops|Action-packed space and alien sagas|Superheroes in action-packed battles with villains|Imaginative space odysseys and alien encounters|Thought-provoking sci-fi action and future technology|Dangerous technology and the apocalypse",https://letterboxd.com/film/star-trek/,2026-05-03T15:44:27+00:00,ultimate_comfort,1
star-trek-ii-the-wrath-of-khan,Letterboxd — Your life in film,,113,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Epic heroes|Superheroes in action-packed battles with villains|Action-packed space and alien sagas|Imaginative space odysseys and alien encounters|Fantasy adventure, heroism, and swordplay|Disastrous voyages and heroic survival",https://letterboxd.com/film/star-trek-ii-the-wrath-of-khan/,2026-05-03T15:44:29+00:00,ultimate_comfort,1
star-trek-iv-the-voyage-home,Letterboxd — Your life in film,,118,,USA,English|Finnish,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Crude humor and satire|Imaginative space odysseys and alien encounters|Action-packed space and alien sagas|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Thought-provoking sci-fi action and future technology",https://letterboxd.com/film/star-trek-iv-the-voyage-home/,2026-05-03T15:44:32+00:00,ultimate_comfort,1
star-trek-vi-the-undiscovered-country,Letterboxd — Your life in film,,110,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Epic heroes|Action-packed space and alien sagas|Exciting spy thrillers with tense intrigue|Imaginative space odysseys and alien encounters|Thought-provoking sci-fi action and future technology|Superheroes in action-packed battles with villains",https://letterboxd.com/film/star-trek-vi-the-undiscovered-country/,2026-05-03T15:44:34+00:00,ultimate_comfort,1
star-wars,Letterboxd — Your life in film,,121,,USA,English,,,,,,"Epic heroes|Monsters, aliens, sci-fi and the apocalypse|Humanity and the world around us|Action-packed space and alien sagas|Fantasy adventure, heroism, and swordplay|Superheroes in action-packed battles with villains|Thought-provoking sci-fi action and future technology|Emotional and captivating fantasy storytelling",https://letterboxd.com/film/star-wars/,2026-05-03T15:44:36+00:00,ultimate_comfort,1
star-wars-episode-i-the-phantom-menace,Letterboxd — Your life in film,,136,,USA,English,,,,,,"Epic heroes|Monsters, aliens, sci-fi and the apocalypse|Action-packed space and alien sagas|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay|Thought-provoking sci-fi action and future technology|Imaginative space odysseys and alien encounters",https://letterboxd.com/film/star-wars-episode-i-the-phantom-menace/,2026-05-03T15:44:38+00:00,ultimate_comfort,1
star-wars-the-last-jedi,Letterboxd — Your life in film,,152,,USA,English,,,,,,"Monsters, aliens, sci-fi and the apocalypse|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay|Action-packed space and alien sagas|Explosive and action-packed heroes vs. villains",https://letterboxd.com/film/star-wars-the-last-jedi/,2026-05-03T15:44:40+00:00,ultimate_comfort,1
steel-magnolias,Letterboxd — Your life in film,,118,,USA,English,,,,,,Moving relationship stories|Crude humor and satire|Faith and religion|Heartfelt and sentimental family stories|Heartbreaking and moving family drama|Quirky and endearing relationships|Powerful stories of heartbreak and suffering|Emotional and heartfelt family dramas,https://letterboxd.com/film/steel-magnolias/,2026-05-03T15:44:42+00:00,ultimate_comfort,1
step-brothers,Letterboxd — Your life in film,,98,,USA,English|Spanish,,,,,,"Crude humor and satire|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Laugh-out-loud relationship entanglements|Amusing jokes and witty satire|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/step-brothers/,2026-05-03T15:44:44+00:00,ultimate_comfort,1
step-up,Letterboxd — Your life in film,,104,,USA,English,,,,,,Song and dance|Underdogs and coming of age|Dance rhythms and catchy tunes|Teen school antics and laughter|Student coming-of-age challenges|Emotional teen coming-of-age stories|Bollywood emotional dramas,https://letterboxd.com/film/step-up/,2026-05-03T15:44:46+00:00,ultimate_comfort,1
steve-jobs,Letterboxd — Your life in film,,122,,USA|UK,English,,,,,,Humanity and the world around us|Emotional life of renowned artists,https://letterboxd.com/film/steve-jobs/,2026-05-03T15:44:49+00:00,ultimate_comfort,1
stir-crazy,Letterboxd — Your life in film,,111,,USA,English,,,,,,"Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Catchy songs and hilarious musical comedy|Amusing jokes and witty satire|Brutal, violent prison drama",https://letterboxd.com/film/stir-crazy/,2026-05-03T15:44:51+00:00,ultimate_comfort,1
stop-making-sense,Letterboxd — Your life in film,,88,,USA,English|French,,,,,,Song and dance|Legendary musicians and stardom|Dazzling vocal performances and musicals|Dance rhythms and catchy tunes,https://letterboxd.com/film/stop-making-sense/,2026-05-03T15:44:53+00:00,ultimate_comfort,1
strange-magic,Letterboxd — Your life in film,,99,,USA,English,,,,,,Song and dance|Fairy-tale fantasy and enchanted magic|Dazzling vocal performances and musicals|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas|Catchy songs and hilarious musical comedy,https://letterboxd.com/film/strange-magic/,2026-05-03T15:44:55+00:00,ultimate_comfort,1
streets-of-fire,Letterboxd — Your life in film,,93,,USA,English,,,,,,"Song and dance|Westerns|Epic heroes|Superheroes in action-packed battles with villains|Dance rhythms and catchy tunes|Fantasy adventure, heroism, and swordplay|Wild west outlaws and gunfights|Bollywood emotional dramas",https://letterboxd.com/film/streets-of-fire/,2026-05-03T15:44:58+00:00,ultimate_comfort,1
superbad,Letterboxd — Your life in film,,113,,USA,English,,,,,,"Crude humor and satire|Underdogs and coming of age|Relationship comedy|Teen school antics and laughter|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements",https://letterboxd.com/film/superbad/,2026-05-03T15:45:00+00:00,ultimate_comfort,1
superman,Letterboxd — Your life in film,,144,,UK|USA,English,,,,,,"Epic heroes|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay|Action-packed space and alien sagas|Epic adventure and breathtaking battles|Imaginative space odysseys and alien encounters",https://letterboxd.com/film/superman/,2026-05-03T15:45:02+00:00,ultimate_comfort,1
the-sword-in-the-stone,Letterboxd — Your life in film,,79,,USA,English,,,,,,"Fairy-tale fantasy and enchanted magic|Kids' animated fun and adventure|Fantasy adventure, heroism, and swordplay|Holiday joy and heartwarming Christmas|Emotional and captivating fantasy storytelling",https://letterboxd.com/film/the-sword-in-the-stone/,2026-05-03T15:45:04+00:00,ultimate_comfort,1
talladega-nights-the-ballad-of-ricky-bobby,Letterboxd — Your life in film,,108,,USA,English,,,,,,"Crude humor and satire|Funny jokes and crude humor|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Laugh-out-loud relationship entanglements|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/talladega-nights-the-ballad-of-ricky-bobby/,2026-05-03T15:45:07+00:00,ultimate_comfort,1
tangled-2010,Letterboxd — Your life in film,,100,,USA,English,,,,,,Relationship comedy|Song and dance|Crude humor and satire|Moving relationship stories|Fairy-tale fantasy and enchanted magic|Kids' animated fun and adventure|Holiday joy and heartwarming Christmas|Adorable animals and heartwarming families|Dazzling vocal performances and musicals,https://letterboxd.com/film/tangled-2010/,2026-05-03T15:45:09+00:00,comfort_izzy|ultimate_comfort,2
teen-witch,Letterboxd — Your life in film,,94,,USA,English,,,,,,Underdogs and coming of age|Song and dance|Teen school antics and laughter|Dance rhythms and catchy tunes|Catchy songs and hilarious musical comedy|Laugh-out-loud relationship entanglements,https://letterboxd.com/film/teen-witch/,2026-05-03T15:45:11+00:00,ultimate_comfort,1
teenage-mutant-ninja-turtles,Letterboxd — Your life in film,,93,,Hong Kong|USA,English|French,,,,,,"Epic heroes|Crime, drugs and gangsters|Intense combat and martial arts|Action comedy and silly heroics|Superheroes in action-packed battles with villains|Fantasy adventure, heroism, and swordplay|Violent action, guns, and crime",https://letterboxd.com/film/teenage-mutant-ninja-turtles/,2026-05-03T15:45:13+00:00,ultimate_comfort,1
the-texas-chain-saw-massacre,Letterboxd — Your life in film,,83,,USA,English,,,,,,"Horror, the undead and monster classics|Intense violence and sexual transgression|Gory, gruesome, and slasher horror|Terrifying, haunted, and supernatural horror|Graphic violence and brutal revenge|Twisted dark psychological thriller|Gothic and eerie haunting horror",https://letterboxd.com/film/the-texas-chain-saw-massacre/,2026-05-03T15:45:15+00:00,ultimate_comfort,1
that-thing-you-do,Letterboxd — Your life in film,,108,,USA,English,,,,,,Song and dance|Legendary musicians and stardom|Dazzling vocal performances and musicals|Dance rhythms and catchy tunes,https://letterboxd.com/film/that-thing-you-do/,2026-05-03T15:45:17+00:00,ultimate_comfort,1
the-thin-man,Letterboxd — Your life in film,,91,,USA,English,,,,,,"Thrillers and murder mysteries|Crude humor and satire|Relationship comedy|Gags, jokes, and slapstick humor|Intriguing and suspenseful murder mysteries|Charming romances and delightful chemistry|Laugh-out-loud relationship entanglements|Suspenseful crime thrillers",https://letterboxd.com/film/the-thin-man/,2026-05-03T15:45:19+00:00,ultimate_comfort,1
this-is-spinal-tap,Letterboxd — Your life in film,,82,,USA,English|Japanese,,,,,,"Crude humor and satire|Song and dance|Legendary musicians and stardom|Gags, jokes, and slapstick humor|Amusing jokes and witty satire|Funny jokes and crude humor|Catchy songs and hilarious musical comedy",https://letterboxd.com/film/this-is-spinal-tap/,2026-05-03T15:45:21+00:00,ultimate_comfort,1
thor-ragnarok,Letterboxd — Your life in film,,131,,USA,English,,,,,,"Epic heroes|Crude humor and satire|Monsters, aliens, sci-fi and the apocalypse|Superheroes in action-packed battles with villains|Action comedy and silly heroics|Fantasy adventure, heroism, and swordplay|Gags, jokes, and slapstick humor|Amusing jokes and witty satire",https://letterboxd.com/film/thor-ragnarok/,2026-05-03T15:45:23+00:00,ultimate_comfort,1
time-bandits,Letterboxd — Your life in film,,116,,UK,English,,,,,,"Crude humor and satire|Epic history and literature|Kids' animated fun and adventure|Fantasy adventure, heroism, and swordplay|Dreamlike, quirky, and surreal storytelling|Gags, jokes, and slapstick humor|Funny jokes and crude humor",https://letterboxd.com/film/time-bandits/,2026-05-03T15:45:25+00:00,ultimate_comfort,1
the-time-travelers-wife,Letterboxd — Your life in film,,107,,USA,English,,,,,,Moving relationship stories|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Heartbreaking and moving family drama|Emotional and heartfelt family dramas|Captivating relationships and charming romance,https://letterboxd.com/film/the-time-travelers-wife/,2026-05-03T15:45:27+00:00,ultimate_comfort,1
titanic-1997,Letterboxd — Your life in film,,194,,USA,English|French|German|Swedish|Italian|Russian,,,,,,Moving relationship stories|Humanity and the world around us|Epic history and literature|Disastrous voyages and heroic survival|Passion and romance|Heartfelt and sentimental family stories|Powerful stories of heartbreak and suffering|Emotional teen coming-of-age stories,https://letterboxd.com/film/titanic-1997/,2026-05-03T15:45:30+00:00,ultimate_comfort,1
